Job Name,label,CompanyName,Job Type,Experience Required,JD,City,Date Posted,IT,Department,Status
 Senior Android Developer / Android Developer Job ,,"BT Software Development and AI Technologies, Pakistan", Job,2 Years Job Exp.,We are looking for sr. Android developers responsible for the development and maintenance of applications aimed at a vast number of diverse Android devices.You will be responsible for the whole development of the Android app.Collaborate with cross-fu,Faisalabad,7-Oct-22,True,IT Job,1
 Customer Sales Representative Job ,,"Aims Communication, Pakistan", Job,Job for Students,We are inviting applications for the position of CSR for our USA based Call Center. So the individuals who can speak in English and work in the night shift can avail this opportunityMinimum qualification MetricAbility to speak English fluentlyExperie,Islamabad,7-Oct-22,False,Customer Service Job,1
 Business Development Executive  Job ,,"Corporate Brilliance , Pakistan", Job,1 Year Job Exp.,"Great Opportunity!We are opening our branch at Gulberg Greens, Islamabad and looking for finance Graduates, Masters, Part Qualified ACCA, Taxation and Legal Lawyers (Individuals) for partnership. We will provide you with the space for working without",Lahore,7-Oct-22,False,Business Opportunity Job,0
 Store Keeper  Job ,,"AEDesign, Pakistan", Job,2 Years Job Exp.,Store KeeperBATALA ENGINEERING COMPANYShare your resume at,Lahore,7-Oct-22,True,Engineering Job,1
 Business Development Officer Job ,,"FiberTech USA, Pakistan", Job,2 Years Job Exp.,"TechNerds Inc., a US-based company, is seeking driven, passionate, and talented candidates for its Lahore office to fill the position of Business Development Officer.The ideal candidate for this role must have an exceptional knowledge about online bi",Lahore,7-Oct-22,True,IT Job,1
 Business Development Executive Job ,,"FiberTech USA, Pakistan", Job,2 Years Job Exp.,"Note: Please only apply if you have experience of working with a software house.Duties and Responsibilities:Expert professional with 2 to 3 years of experience.Expert-level knowledge of getting projects through bidding websites like Upwork, Freelance",Lahore,7-Oct-22,True,IT Job,1
 Backend Developer Job ,,"Divsnpixel, Pakistan", Job,3 Years Job Exp.,We are looking for a Full Stack PHP/BACK-END Developer having a minimum of 2 to 3 Years experience based in KARACHI.,Karachi,7-Oct-22,True,IT Job,1
 Store Keeper / Accountant Job ,,"AEDesign, Pakistan", Job,2 Years Job Exp.,Loafology Bakery &amp; CafeWe are looking for Store Keeper / Accountant,Lahore,7-Oct-22,False,Hospitality Job,1
 Design Engineer Job ,,"SGPD, Pakistan", Job,5 Years Job Exp.,Looking for electrical engineer in designing the LV and HV networks.The project will be based in UK.,Haripur,7-Oct-22,False,Electronics Job,0
 Principal Software Quality Assurance Engineer - Automation Job ,,"Kualitatem, Pakistan", Job,8 Years Job Exp.,"Role and ResponsibilitiesTo lead teams of engineers on technical projects, and communicating with other technical teamsAnalyzing business requirements in order to determine required test cases and verification pointsDesign and Develop test solutions",Lahore,7-Oct-22,True,IT Job,1
 Software Quality Assurance Engineer - Automation Job ,,"Kualitatem, Pakistan", Job,3 Years Job Exp.,KEY SKILLSSPECIALIZATIONMust have a college education with an under graduate or post graduate degree.3-4 years of experience of in Software TestingSound knowledge of software engineering skills and practicesUnderstanding of testing strategies and tec,Lahore,7-Oct-22,True,IT Job,1
 Senior .NET Developer Job ,,"Kualitatem, Pakistan", Job,3 Years Job Exp.,"We are looking for .Net developers to build software using languages and technologies of the .NET framework. You will create applications from scratch, configure existing systems and provide user support.In this role, you should be able to write func",Lahore,7-Oct-22,True,IT Job,0
 Call Center Representative Job ,,"Firm Tech Services, Pakistan", Job,< 1 Year,We are Hiring Call Center Agents for our USA based call center. We require individuals with minimum Intermediate qualification along with outstanding English communication skills. Attractive salary package with Basic salary and Commission. Good oppor,Lahore,7-Oct-22,False,Sales Job,1
 Call Centre Agent Job ,,"A & M Solutions, Pakistan", Job,< 1 Year,"We are looking for the services of the &quot;Call Center Agent&quot;Competitive Pay, Monthly Incentives, Low Stress Work Environment, CommissionsCall center Male/Female Afternoon Shift Job for Experienced/Fresh Agents RequiredOutbound Calling.5 Days",Karachi,7-Oct-22,False,Sales Job,1
Online  MMO Games Service Providers Job ,,"MMOZA, Pakistan", Job,< 1 Year,"We are hiring dedicated and pro MMO players for a game called Final Fantasy xiv online.We provide services in many online multiplayer games. Right now, our main focus is on Final Fantasy xiv online, overwatch, apex legends, and call of duty.Get given",Lahore,7-Oct-22,False,Sales Job,0
 Python Developer Job ,,"XIIUM, Pakistan", Job,2 Years Job Exp.,We are in need of a Python Developer to help us develop and maintain various software products and web applications that align with our business needs.,Islamabad,7-Oct-22,True,IT Job,1
 Customer Support Specialist - International Job ,Premium Job,"ibex, Pakistan", Job,Job for Students,"Responsible for acting as a liaison between our customer and the respective client. Provides assistance to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query.Location: Karachi, Lahore &",Islamabad,7-Oct-22,False,Customer Service Job,1
 Software Developer Job ,,"Patel Consultants, Pakistan", Job,2 Years Job Exp.,"Software House Required software developer, must have good knowledge to develop web base application, SQL queries, report writing and software implementation. Must have experience to develop and implement software.",Karachi,6-Oct-22,True,Computer Software Job,0
 Web Developer Job ,,"Prisatech, Pakistan", Job,4 Years Job Exp.,"Web Developer:We are looking for an experienced and passionate WordPress Developer to join its team.As a WordPress/PHP Developer at our company, you will be responsible for both back-end and front-end development, including creating WordPress themes",Karachi,6-Oct-22,False,Marketing Job,1
 Graphic Designer  Job ,,"Prisatech, Pakistan", Job,4 Years Job Exp.,"Graphic Designer:We are looking for a Passionate Graphic Designer with having relevant 4-5 Years of experience to join our team.Education and Experience Requirements:Bachelor&rsquo;s degree in graphic design, industrial design, or interior design, or",Karachi,6-Oct-22,False,Marketing Job,1
 Game UI/UX Designer Job ,,"Vampire Game Studio, Pakistan", Job,< 1 Year,Vampire Game Studio is seeking a new Game UI Designer with relevant experience of years or more in the Gaming Industry.,Lahore,6-Oct-22,True,IT Job,1
 Client Relationship Officer - CRO Job ,,"Eatose Food Delivery , Pakistan", Job,< 1 Year,"Provide customer service to existing clients, including first contact resolution, answering inquiries, addressing concerns, resolving complaints, and providing training assistance
Participate in engagement campaigns to potential and existing clients",Islamabad,6-Oct-22,False,Support Services Job,1
 Website Development And Digital Marketing Internship Job ,,"Technology Gates, Pakistan", Job,< 1 Year,This is an opportunity for all students/fresh graduates to learn and develop their skills in Digital Media and Website Development.Responsibilities:Assist in the formulation of strategies to build a lasting digital connection with client.Plan and mon,Islamabad,6-Oct-22,True,IT Job,1
 E-Marketing Officer Job ,Gallery Job,"Multi Resource Group, Pakistan", Job,Job for Fresh Graduates,"In general, you will be responsible to follow-up old clients via email, sms, phone or WhatsApp etc. to generate sales leads and escalate these leads to relevant team. You would also perform data entry or other tasks relevant to such operation e.g. ma",Lahore,6-Oct-22,False,Customer Service Job,1
 Wordpress Developer Job ,Gallery Job,"Photon Technologies, Pakistan", Job,2 Years Job Exp.,"Photon Technologies is looking for a full-time WordPress developer. The ideal candidate has a thorough understanding of WordPress development standards and best practices.Basically, this is primarily a Customer Service Position that requires a deep u",Islamabad,6-Oct-22,True,Web & E-commerce Job,0
 .NET Angular Full Stack Developer Job ,,"Techbourne Engineering Services Pvt. Ltd., Pakistan", Job,< 1 Year,"Morning ShiftAtleast 2 projects with .NET MVC , SQL , Entity Framework , Jquery , Ajax , JsonUrgent required",Lahore,6-Oct-22,True,IT Job,0
 Customer Care Executives Job ,,"Techbourne Engineering Services Pvt. Ltd., Pakistan", Job,< 1 Year,Calling for order confirmationReplying to comments and messagesEngaging customers / Lead generationOrder Processing,Lahore,6-Oct-22,False,Admin Job,0
 Pharmacist Job ,,"S. Amin Trading Co, Pakistan", Job,< 1 Year,"We need pharmacist on urgent basis, Attractive salary with medical.Maintains records for controlled substances and removes outdated and damaged drugs from the pharmacy inventory.Supervises the work results of support personnel.Maintains current regis",Islamabad,6-Oct-22,False,Pharmacy Job,1
 Python Developer Job ,,"40media, Pakistan", Job,1 Year Job Exp.,"Minimum experience: 1.5 Years
Skills:
Frameworks (Flask, Django)
Scrapper (Selenium, Beautiful Soap)
Backend and API&#39;s
MySql, Postgres
Git, bitbucket
Jira, Asana",Islamabad,6-Oct-22,False,Admin Job,0
 Customer Sales Representative Job ,,"Ahl-e-Quran Academy, Pakistan", Job,1 Year Job Exp.,"We are looking for customer sales representative both male and Female for our different projects(Morning,Day and Night) Shifts in Online Quran Acadamy.Prior work experience.Timings: Morning,Afternoon,NightLanguage: English",Islamabad,6-Oct-22,False,Customer Service Job,0
 Outbound Sales Specialist Job ,Premium Job,"Spantronics Pvt Ltd, Pakistan", Job,< 1 Year,"An outbound Sales Specialist at Spantronics Pvt Ltd, plays an important role in achieving customer acquisition target and revenue growth. S/he will make calls to US prospects every day, generating interest in Solar Tax rebate program, qualifying pros",Islamabad,5-Oct-22,False,Customer Service Job,1
 Assistant For Import Export Work And Online Work Job ,Gallery Job,"Waterfall Import and Export Pvt. Ltd., Pakistan", Job,< 1 Year,"Assalam U Alikum,I&#39;m Abdulrehman javed director of waterfall import and export. Im looking for young energetic assistant for my work below.1-Online work, web research, data entry, Amazon, email marketin2- Import-export work, finding suppliers of",Lahore,5-Oct-22,False,Marketing Job,1
 Telesales Representatives  Job ,Gallery Job,"Basel Technologies, Pakistan", Job,1 Year Job Exp.,Basel Technologies has partnered up with one of the United States renowned realters and we are looking for people with excellent communication skills .Reps will be required to verify the property details from customers who have already shown interest,Islamabad,5-Oct-22,False,Real Estate Job,1
 Team Manager - Night Shift Job ,,"AppedologyPk Recruitment, Pakistan", Job,4 Years Job Exp.,Job DescriptionAppedology is looking for a dynamic Team Manager for its call center operations in Night Shift. The resource should have a proven work experience of at least 5 years in call center /BPO and should possess excellent communication and le,Karachi,5-Oct-22,False,Customer Service Job,0
 Compliance Manager - US Healthcare - Night Shift Job ,,"AppedologyPk Recruitment, Pakistan", Job,4 Years Job Exp.,Job Description:We are looking for an experienced Compliance Manager (Night Shift) to ensure our company adheres to the legal standards of US Healthcare. You will be responsible for enforcing regulations in all aspects and levels of business as well,Karachi,5-Oct-22,True,IT Job,0
 Android App Developer Job ,,"AppedologyPk Recruitment, Pakistan", Job,< 1 Year,"Job DescriptionWe are looking for a senior mobile application developer to work on both the IOS and Android platforms.While in this role, you must be familiar with application design principles including security, performance, scalability, error logg",Karachi,5-Oct-22,True,IT Job,1
 Jr. Android App Developer Job ,,"Binary Soft Solutions, Pakistan", Job,< 1 Year,Binary Soft Solutions is looking for an Android developer who possesses a passion for pushing mobile technologies to the limits and will work on various projects.ResponsibilitiesDesign and build advanced applications for the Android platformUnit-test,Islamabad,5-Oct-22,True,IT Job,0
 MERN Stack Developer Job ,,"Appirio Tech, Pakistan", Job,2 Years Job Exp.,"A leading Software House  is looking for the MERN Stack Developer in Lahore.
MERN Stack Developers develop and support user-facing web applications and internal web applications, as well as work on the backend infrastructure to support the",Lahore,5-Oct-22,True,IT Job,1
 Web Developer Job ,,"Excellence Delivered, Pakistan", Job,2 Years Job Exp.,Responsibilities: Create and enhance client and server-side applicationsActively participate in software development group meetingsWork with end-users to improve design and functionalityAnalyze and resolve application or system problemsPerform additi,Lahore,5-Oct-22,True,Web & E-commerce Job,1
 Receptionist Job ,,"Hazara Communication Cable Net (Pvt) Ltd, Pakistan", Job,< 1 Year,Receptionist required for an IT firm based in abbottabad.Must have a 2 or 4 year bachelor degreeMust be well spoken and presentableMust be IT proficient.Prior experience is a plusOffice timings 9-5 Mon to Sat,Abbottabad,5-Oct-22,False,Admin Job,0
 Marketing Intern Job ,,"Hazara Communication Cable Net (Pvt) Ltd, Pakistan", Job,< 1 Year,"Job Brief: Hazara Communication is looking for fresh Marketing / Business Graduates for two months internship leading to Job. Fresh and recent graduates are encouraged to apply.
Send your updated resume at .Responsibilities:&bull; Formulating a compr",Abbottabad,5-Oct-22,False,Marketing Job,1
 Social Media Executive  Job ,,"Cubicbizz Digital Agency, Pakistan", Job,< 1 Year,"Cubicbizz Digital Agency is looking for a strong &amp; strategic Social Media Executive to oversee our company&#39;s presence on a multitude of public platforms.The Social Media Executive should create gripping content, analyze public feedback, and r",Karachi,5-Oct-22,True,Web & E-commerce Job,0
 HVAC Supervisor Job ,,"HRplus, Pakistan", Job,3 Years Job Exp.,"Education- Bachlors in Engineering from Reputable University
- A comparable amount of training and experience may be substituted for the minimum qualifications.Career LevelExperienced ProfessionalExperience5 - 8 YearsJob Type/PermanentJob Sh",Karachi,5-Oct-22,True,Engineering Job,1
 Graphic Designer Job ,,"Al-Dayee Printing Company, Pakistan", Job,3 Years Job Exp.,"Graphic Designer Requirements:Proficiency with required desktop publishing tools, including Photoshop, InDesign ,Illustrator, free hand etc.Should have experience in designing of fancy boxes related to foods, bakeries, boutiques etc.A strong eye for",Karachi,5-Oct-22,False,Production Job,1
 Truck Drivers Job ,,"Global Integrated Lines , Pakistan", Job,< 1 Year,We are looking below category employees for direct hiring in company visas in Kingdom of Saudi Arabia.Truck Drivers,Faisalabad,5-Oct-22,False,Construction Job,0
 Loader Operators - Saudi Arabia Job ,,"Global Integrated Lines , Pakistan", Job,< 1 Year,We are looking below category employees for direct hiring in company visas in Kingdom of Saudi Arabia.Loader Operators,Faisalabad,5-Oct-22,False,Construction Job,0
 Heavy Hydraulic Mechanics - Saudi Arabia Job ,,"Global Integrated Lines , Pakistan", Job,< 1 Year,We are looking below category employees for direct hiring in company visas in Kingdom of Saudi Arabia.Heavy Hydraulic Mechanics,Faisalabad,5-Oct-22,False,Construction Job,1
 Site Supervisors - Saudi Arabia Job ,,"Global Integrated Lines , Pakistan", Job,< 1 Year,We are looking below category employees for direct hiring in company visas in Kingdom of Saudi Arabia.Site Supervisors,Faisalabad,5-Oct-22,False,Construction Job,0
 Customer Support Specialist - Western Union Job ,Gallery Job,"ibex, Pakistan", Job,Job for Students,Job Description:Assist customers in resolving queries pertaining to the electronic transfer of funds.Assist in process of all documents required to perform transactions.Analyze customers&#39; concerns with resolutions within the timeframe.Coordinate,Lahore,5-Oct-22,False,Customer Service Job,0
 Expert Graphic Designer Job ,,"Mastermind Solutions, Pakistan", Job,2 Years Job Exp.,"Individual should have at least 2-4 years of relevant working experience.Requirements:&bull; Must have Adobe illustrator, Adobe Photoshop. Experience of CorelDraw will be a plus.&bull; Cloud be able to produce new ideas and concepts and develop creat",Faisalabad,5-Oct-22,True,IT Job,0
 Marketing And Sales Manager (Real Estate Housing Scheme Only) Job ,,"HBC Pakistan , Pakistan", Job,3 Years Job Exp.,&bull; Identify trends and determine system improvements to achieve marketing and sales operational goals&bull; Prepare an annual budget to meet marketing and sales financial goals&bull; Develop field sales action plans and advertising to accomplish,Lahore,5-Oct-22,True,IT Job,0
" CCTV, PABX, Intercom Technician Job ",,"Pak Communications, Pakistan", Job,1 Year Job Exp.,"Our Company Pak Communications is looking for CCTV, PABX, Intercom Technician. The person will be offered a Good Salary Package and more benefits as the time goes on. Skills Required: CCTV Camera, Intercom, Flat Intercom System, PABX, Installations /",Karachi,5-Oct-22,True,IT Job,0
 TSR Job ,,"HAS Concepts Pvt. Ltd., Pakistan", Job,Job for Students,Job Requirements:* Spoken English.* Basic Computer Skills.* Ability to work night shifts.,Karachi,5-Oct-22,False,Customer Service Job,0
 English & Math Teacher Job ,,"The Smart School, Pakistan", Job,2 Years Job Exp.,"Primary ResponsibilitiesInstruct students at school.Create instructional resources for use in the classroom.Plan, prepare and deliver instructional activities.Create a positive educational climate for students to learn in.Meet course and school-wide",Wah,5-Oct-22,False,Education Job,1
 Customer Support Executive - Domestic Job ,Gallery Job,"ibex, Pakistan", Job,Job for Students,"Responsible for acting as a liaison between our customer and the respective client. Provides assistance to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query.Handling chats/emails/calls",Islamabad,5-Oct-22,False,Customer Service Job,1
 Email And Chat Support Executive - Domestic Job ,Gallery Job,"ibex, Pakistan", Job,Job for Students,"Responsible for acting as a liaison between our customer and the respective client. Provides assistance via Chat and/or Email to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query. Esca",Islamabad,5-Oct-22,False,Customer Service Job,1
 Email And Chat Support Executive - Foodpanda Job ,Gallery Job,"ibex, Pakistan", Job,Job for Students,"Responsible for acting as a liaison between our customer and the respective client. Provides assistance via Chat and/or Email to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query. Esca",Karachi,5-Oct-22,False,Customer Service Job,0
 Image Editor Job ,Gallery Job,"ibex, Pakistan", Job,Job for Students,"Location: KarachiSalary: Up to PKR 40,000Working Hours: 9Job Shift: Morning &amp; EveningKey Responsibilities:Complete day-to-day image processing tasksContribute to team effort by accomplishing related results as neededEdit images that identify a pr",Karachi,5-Oct-22,False,Customer Service Job,1
 Pashto Speaker Job ,Gallery Job,"ibex, Pakistan", Job,Job for Students,"Key Responsibilities:
Respond to customers professionally to provide information about products and services, take/cancel orders, or obtain details of complaints.
Keep records of customer interactions and transactions, recording details of inquiries,",Karachi,5-Oct-22,False,Customer Service Job,1
 Inbound Sales Specialist Job ,Gallery Job,"ibex, Pakistan", Job,Job for Students,"An Inbound Sales Specialist plays an important in achieving our ambitious customer acquisition and revenue growth objectives. S/he is comfortable receiving a healthy number of calls per day, generating interest, qualifying prospects, closing sales an",Islamabad,5-Oct-22,False,Customer Service Job,1
 Customer Support Specialist - Work At Home Job ,Gallery Job,"ibex, Pakistan", Job,Job for Students,"Job Overview:Responsible for acting as a liaison between our customers and the respective client. Provides assistance to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query.Key Responsib",Islamabad,5-Oct-22,False,Customer Service Job,0
 Email Chat Support Specialist - Work At Home Job ,Gallery Job,"ibex, Pakistan", Job,Job for Students,"Job Overview:Responsible for acting as a liaison between our customers and the respective client. Provides assistance via Chat and/or Email to the customers with their questions, issues, new orders, service delivery requirements, billing, and any oth",Islamabad,5-Oct-22,False,Customer Service Job,1
 MVC Developers Job ,Gallery Job,"Tingba Technologies, Pakistan", Job,2 Years Job Exp.,we need mvc devlopers we atleast two years of experience. Must possess following skills:ASP.net MVC,Islamabad,5-Oct-22,True,IT Job,0
 Information Security Executive Job ,Gallery Job,"Opex Enterprises, Pakistan", Job,Job for Fresh Graduates,An ISO 9001 Consultancy requires an Information Security Executive for ISO 27001 and Penetration Testing. Must be BSc Software or Computer Sciences. Should have at least two years relevant experience.Should have A levels with excellent written and sp,Lahore,4-Oct-22,False,Consulting Job,1
 Sales Manager Job ,,"Intelligent Business Technologies, Pakistan", Job,3 Years Job Exp.,"We are looking to hire a Sales Manager for our organization (9:00 am - 7:00 pm).He should have at least 3 years&#39; experience in Sales Department. Candidate having experience related to IT filed like software, website, Domain name and hosting etc.",Gujrat,4-Oct-22,True,Computer Software Job,0
 ASP .NET Web Developer Job ,Premium Job,"MTI Web Design, Pakistan", Job,2 Years Job Exp.,".NET Developer Rawalpindi, Punjab, PakistanThe ideal candidate will be familiar with the full software design life cycle. They should have experience in designing, coding, testing and consistently managing applications They should be comfortable codi",Islamabad,3-Oct-22,True,Computer Software Job,0
 Wordpress Developer / Social Media Expert Job ,,"Art Techniques (Pvt) Ltd, Pakistan", Job,3 Years Job Exp.,"We are hiring for a WordPress Developer / Social Media Expert:WordPress DeveloperWordPress Website Designer with good sense for design and aesthetics.Understands the fundamentals of UI/UXComfortable with WordPress page builders like WP Bakery, etc.Ma",Lahore,3-Oct-22,False,Marketing Job,1
 Junior Business Developer Job ,,"Creative Essential, Pakistan", Job,< 1 Year,Creative Essential is looking for a Business Developer / Online Bidder ( Fresh Graduates encourage to apply ) who could get business from online portals.The ideal candidate should be responsible for acquiring business through different channels (Upwo,Karachi,2-Oct-22,True,Computer Software Job,0
 Front Desk Officer Job ,Gallery Job,"Global Link Pvt Ltd , Pakistan", Job,Job for Fresh Graduates,"Our company is looking for a professional Front Desk Clerk to oversee all receptionist and secretarial duties at our main entrance desk. You will perform a range of duties including answering phone calls, managing the switchboard, and maintaining the",Islamabad,2-Oct-22,False,Admin Job,1
 Sales Engineer (Mechanical) Job ,,"RCB Chemicals & Services, Pakistan", Job,< 1 Year,"RCB Chemicals &amp; Services is looking for Sales Engineer (Mechanical) to assist with the selling of technological products or services. The Sales Engineer&#39;s responsibilities include maintaining an extensive knowledge of the products&#39; parts,",Lahore,2-Oct-22,False,Sales Job,1
Online  Sales Executive Job ,,"Rahim & Sons Enterprises, Pakistan", Job,1 Year Job Exp.,"We are looking for a competitive and trustworthy Sales Executive to help us build up our business activities.Sales Executive responsibilities include discovering and pursuing new sales prospects, negotiating deals and maintaining customer satisfactio",Islamabad,2-Oct-22,False,Sales Job,1
 IT Project Manager Job ,,"The Educational Network, Pakistan", Job,2 Years Job Exp.,"The Educational Network is currently seeking IT Project Manager with the following responsibilities and qualifications:Responsibilities:Responsible for coordinating, planning, and leading Software/application design, development, system configuration",Islamabad,2-Oct-22,False,Education Job,0
 Digital Marketing Assistant Job ,,"Horizon Properties, Pakistan", Job,< 1 Year,A well reputed Real-estate &amp; Construction Company is looking for Digital Marketing Assitant for their branch office at Nagan Chorangi.,Karachi,2-Oct-22,False,Real Estate Job,0
 Account Manager  Job ,,"Horizon Properties, Pakistan", Job,3 Years Job Exp.,"Job brief
We are looking for an Account Manager to create long-term, trusting relationships with our customers. The Account Manager&rsquo;s role is to oversee a portfolio of assigned customers, develop new business from existing clients and actively",Karachi,2-Oct-22,False,Real Estate Job,1
 Sales Officer Job ,,"Shark Stationers, Pakistan", Job,< 1 Year,A salesman required for retail sales in the stationery business.The person will take sales orders from different shops around Lahore.,Lahore,2-Oct-22,False,Retail Job,0
 2D / 3D Artist Job ,,"Axisloop Studio, Pakistan", Job,1 Year Job Exp.,"We have an open position for a 2D Artist / 3D Artist
As a 2D/3D artist you will be responsible for creating virtual worlds and characters.
You must be well versed with industry standard 3D modeling programs and tools.
Good spatial skills and a well-h",Lahore,2-Oct-22,False,Media Job,0
 QA Manager  Job ,,"Tecno Instruments (Pvt) Ltd., Pakistan", Job,3 Years Job Exp.,"To control overall quality assurance system ISO -9001,2008, ISO-13485, CGMP Standards.To establish, maintain and improve quality system. To perform in-coming, in-process and final Inspection.To work with R &amp; D dept. for new developments.To plan a",Sialkot,2-Oct-22,False,Production Job,0
 Digital Marketing Manager Job ,,"VUstudents, Pakistan", Job,2 Years Job Exp.,"This job is only for experienced job seekers who have previously delivered ROAS based results to the Ad Accounts they have managed.If you are skilled in delivering results in the form of leads, sales and ROI, this opportunity is for you.You must have",Rawalpindi,2-Oct-22,False,Real Estate Job,0
Online  Software Sales Officer Job ,Gallery Job,"EmeRald Technologies , Pakistan", Job,< 1 Year,"EmeRaldTechnologies is an Information Technology consulting company, founded in 2008. It caters to the retail industry by offering trusted POS solutions to a number of single and multi-store chains.EmeRald &lsquo;s flagship product, eRetailpro, is a",Lahore,2-Oct-22,True,IT Job,0
 Senior Content Writer Job ,,"Krypton Digital Agency, Pakistan", Job,1 Year Job Exp.,"We are looking for a Creative Content Writer to join our editorial team and enrich our websites with new blog posts, website content, ad copies and marketing copy.Responsibilities
&bull; Research industry-related topics (combining online sources)
&bu",Islamabad,1-Oct-22,False,Marketing Job,0
Online  System Engineer (Level 1) Job ,,"Breekom Private Limited, Pakistan", Job,1 Year Job Exp.,Live support of calling and recording server deployed in call center.Configuration and setup of voice cards (Sangoma)Troubleshooting of Linux OS (openSUSE)Backend support of calling application.Database Management of call center data (MySQL).Interest,Islamabad,1-Oct-22,False,Support Services Job,0
 Frontend Developer - HTML / Wordpress Job ,Gallery Job,"Cyber Peak Solutions, Pakistan", Job,2 Years Job Exp.,Cyber Peak Solutions is seeking 5-6 ambitious Front End Developers 1-4 Years of experience. Must have experience with WordPress. Shopify experience is a plus.Fresh Graduates will not be called for an interview. So please don&#39;t apply if you have l,Islamabad,1-Oct-22,True,IT Job,1
 SEO Expert Job ,,"Creatics Solutions, Pakistan", Job,2 Years Job Exp.,"Creatic Solutions is looking for an SEO expert to manage search engine optimization activities including on-site and off-site SEO activities.The candidate will be responsible for managing all SEO activities such as content strategy, link building, an",Karachi,1-Oct-22,True,Web & E-commerce Job,1
 Content QA Job ,,"Creatics Solutions, Pakistan", Job,2 Years Job Exp.,"Office based PositionLooking for Editor/ProofreadersExperience: 1-2 YearsO/A Levels background preferredWhat You Will Do:&bull; As an editor, your main task will be reading through a number of texts written in English. It is an everlasting seek-and-d",Karachi,1-Oct-22,False,Marketing Job,0
 Content QA (Intern) Job ,,"Creatics Solutions, Pakistan", Job,2 Years Job Exp.,"What Your Skills Should Be:&bull; Naturally, your English skills must be top notch&bull; Editing is where your education matters: we would love it if you graduated with a focus on linguistics&bull; Demand is higher for people who had previously worke",Karachi,1-Oct-22,False,Marketing Job,0
 Sales & Marketing Coordinator Job ,,"Welcome Shipping Aids (Pvt.) Ltd., Pakistan", Job,< 1 Year,Welcome Shipping Aids (Pvt.) Ltd. is looking for a well-spoken Female - Sales &amp; Marketing Coordinator to be responsible for soliciting / generating sales by cold calling and answering queries / requests.Responsibilities:Extract data and initiate,Karachi,1-Oct-22,False,Sales Job,1
 Sales Executive Job ,,"Welcome Shipping Aids (Pvt.) Ltd., Pakistan", Job,2 Years Job Exp.,"Welcome Shipping Aids (Pvt) Ltd is looking for a presentable and persuasive Sales Executive to be responsible for generating business by identifying and selling prospects, maintaining relationships with clients through quality service.Responsibilitie",Karachi,1-Oct-22,False,Sales Job,0
 Front-End Developer Job ,,"Technosofts, Pakistan", Job,2 Years Job Exp.,We are hiring Front-end developer. who has done previous projects have working knowledge of working in high tier Company.A Person should be loyal to his company.Have strong portfolio of Previous Projects.Ability to work in challenging Envoriment.,Sialkot,1-Oct-22,True,IT Job,0
 Back-End Developer Job ,,"Technosofts, Pakistan", Job,2 Years Job Exp.,We are hiring back developer for growing company if you quick learner and have experience working in Challenging Envoriment.Be part of our Growing Company.Must have 2 years of Experience.Must have portfoilio of Pervious work.,Sialkot,1-Oct-22,True,IT Job,0
 Graphic Designer  Job ,,"Technosofts, Pakistan", Job,2 Years Job Exp.,We are graphics designer for ou software house.We need skilled person who can dig deeper to exract new ideas use them in their work.can Design logo brochures pamphlets cards and much more.have knowledge of UI/UX DesigningMust have protfolio on Behanc,Sialkot,1-Oct-22,True,IT Job,0
 Creative Logo Designer Job ,,"Creativez Honey, Pakistan", Job,2 Years Job Exp.,"Creativez Honey is looking for a creative and talented logo designer based in Karachi, Pakistan who has the skills and creativity to help us and our clients grow through designing creative logos.Urgent Creative Logo Designer Required!Must have at lea",Karachi,1-Oct-22,True,IT Job,0
  Voip Engineer Job ,Gallery Job,"MS Thin Technologies, Pakistan", Job,< 1 Year,"VoIP Engineer is a key member of our Telephony Team. This role is responsible for providing in-depth support for our clients , vendor and internal resources.Deploying &amp; managing culstered network of ViciDial / Asterisk / Freeswitch for clients.Da",Lahore,1-Oct-22,True,IT Job,0
 Call Center Agents / Executives - Night Shift Job ,Gallery Job,"Intersoft BPO Solutions, Pakistan", Job,1 Year Job Exp.,"We are a leading BPO/Cann Center company based in Lahore, Pakistan.As part of our expension plans, we are actively hiring Call Center Agents / Executives.About the Organization:Intersoft BPO Solutions is one of the leading BPO and IT Solutions provid",Lahore,1-Oct-22,False,Customer Service Job,0
 Web Developer Job ,,"Pinnacle Management Company, Pakistan", Job,1 Year Job Exp.,"A Web Developer is responsible for the coding, design and layout of a website according to a company&#39;s specifications.As the role takes into consideration user experience and function, a certain level of both graphic design and computer programmi",Islamabad,1-Oct-22,True,IT Job,1
 Tele Sales Representative (TSR) Job ,,"CYBEX Solutions, Pakistan", Job,< 1 Year,"We are looking for US Telecom experienced Male / Female Sales Executives who have good communication skills &amp; available for Night Shifts..
Our target market is USA and Canada
Candidate should be hard working, dedicated and self motivated. Good sa",Lahore,1-Oct-22,False,Sales Job,1
