Experience Required,JD,Job Name
1 Year Job Exp.,"RESPONSIBILITIES:Node.js backend development.Making scalable Back-End architecture.Handling Node.Js with MongoDB (NoSql) database, aws sdk, socket.io etc.", Node.Js Developers Job 
< 1 Year,"Having experience in .Net. The ideal candidate must be able to work individual on projects and also he/she must be able to upgrade themselves with latest technologies to stay updated.Minimum experience required 6 months to 1 years in MVC, C# and MS S",Online   Junior .Net Developer Job 
4 Years Job Exp.,"We are looking for a PHP Developer responsible for managing back-end services and the interchange of data between the server and the users.Your primary focus will be the development of all server-side logic, definition and maintenance of the central", Senior PHP Web Developer Job 
4 Years Job Exp.,We are looking for an experienced Hybrid Mobile App Developer (Flutter Developer) to assist us to design and build the next generation of our mobile applications.Ideal candidates will have a comprehensive knowledge and hand on experience of the Flutt, Hybrid Mobile App Developer (Flutter Developer) Job 
4 Years Job Exp.,"Responsibilities We are looking for a Professional PHP Developer who is comfortable working on various PHP frameworks like Codeigniter, , WordPress, etc to build multi-tenant applications and to add functionality and improve in current applications a", Senior PHP / Codeigniter Developers Job 
1 Year Job Exp.,We are seeking to hire talented and experienced PHP Developers who are passionate about building excellent PHP applications and web software products.PHP Web Developers with good communication skills and a proven track record in PHP Development will, PHP Web Developer Job 
2 Years Job Exp.,"About USBhimSoft is one of the best growing IT company in Lahore. We locate in Johar Town,Lahore. BhimSoft was started in 2016.Job DescriptionBhimSoft is looking for a  Laravel developer who has hands on expereicne in Laravel development, ma", Laravel Developer Job 
3 Years Job Exp.,Rareiio is continually evolving and growing environment that welcomes talents to meet ever-changing demands of the Industry. Our seasoned team of professionals in the fields of Digital Marketing and Software Engineering is looking forward to adding a,Online  Senior Front / End Developer Job 
4 Years Job Exp.,Rareiio is continually evolving and growing environment that welcomes talents to meet ever-changing demands of the Industry. Our seasoned team of professionals in the fields of Digital Marketing and Software Engineering is looking forward to adding a,Online  Senior Laravel / PHP Developer Job 
2 Years Job Exp.,"The Stationery Company (Pvt) Ltd is looking for highly motivated, diligent, creative, and experienced content writers having prior experience in working on SEO. The following is required but not limited to this: Creating content on a variety of subje", SEO Content Writter Job 
3 Years Job Exp.,"Hello-I need an expert React Native (and some React JS) Developer. Must be profienient with EXPO, API Integrations, Maps, Messaging, Push/Pull Notifications. I need an experienced developer and will be paid a good salary, if you are up to my expectat",Online  React Native Developer Job 
2 Years Job Exp.,We TMG Ventures is a DHA Lahore Based company looking for Dedicated Digital Market Expert Required to maintain our company presence online.Both  and Part time options available.Apply online !, Digital Marketing Expert Job 
2 Years Job Exp.,"Job Description:
We are looking for an SEO Expert to lead its SEO team and take charge of the SEO projects independently to deliver the desired results.Experience:1-2.5 yearsWorking Hours: 9 AM till 06 PM",  SEO Expert  Job 
< 1 Year,A highly reputed international company &quot;OZBIX&quot; looking for an experienced UI/Ux developer who can design attractive mockups and can create it using front-end and little bit backend languages. Successful Candidate must have following skills:, UI/UX Frontend Developer  Job 
2 Years Job Exp.,"Solid experience as a front-end developerIn-depth knowledge of the Angular FrameworkExperience in front-end development technologies using Angular 7+HTMLCSSBootstrapJQueryAbility to write, test, maintain and document re-usable codeAbility to particip", Angular Developer / Front End Developer  Job 
3 Years Job Exp.,Job Description:Strong understanding of the full life cycle of app development using Apple&#39;s Developer PrinciplesExtensive knowledge of the iOS SDK with a thorough understanding of the development processes and debugging methods associated with t, Sr Ios Developer Job 
3 Years Job Exp.,"We are currently expanding our Lahore office and seeking for .NET Developers to be a part of our current Software Development team, to work on different Desktop (WPF) and Web Applications. The ideal candidate should be familiar with the complete soft", Senior .NET Developer Job 
2 Years Job Exp.,"Description
We are looking for a PHP developer who is dedicated to his/her craft, takes pride in the code he/she writes and can hit the ground running. We need you to write beautiful, fast PHP to a high standard, in a timely and scalable way that imp",Online  Senior PHP Developer (Remote) Job 
< 1 Year,"We are currently searching for experienced office-based graphics designers.We require Graphics designers, who are efficient with Xara and other quality software.We also require a qualified team for open negotiation for building and maintaining our e-", Web Design Team / Graphics Design Team Job 
3 Years Job Exp.,We are looking for dynamic PHP developer &amp; Senior PHP developer to develop / maintain various web projects and tech solutions for our clients as well as internal projects. We are looking for motivated individual and technology enthusiast to be pa, Software Developer PHP Job 
2 Years Job Exp.,"We are looking for an ASO (App Store Optimization) Expert. Applicant should be capable of marketing Apps and Games to get increased downloads,
Stable ratings and Top ranking on Google Play Store. A good analyst of different apps store markets who can", ASO Job 
2 Years Job Exp.,"We are looking for Unity 3D Game Developer for Mobile games.Plan and implement game functionalityTransform design specification into functional gamesAbility to write clear, well documented, reusable code.Must be familiar with advanced Unity 3D Featur", Unity 3D Developer  Job 
2 Years Job Exp.,"We are Looking for &quot;Game UI/UX Designer, 3D CG Artist&quot;Job Duties and Responsibilities
&bull; Plan and implement new designs
&bull; Work closely with game designers, artists, and Developer to create UI/UX design for our large-scale video gam", CG Artist  Job 
3 Years Job Exp.,"As a Senior Software Engineer, you are responsible for development, support, maintenance and implementation of a complex project module. You should have good experience in application of standard software development principles.You should be able to", Senior Software Engineer - Java Spring Boot Job 
< 1 Year,We are looking for a Marketing Intern to join our Marketing Strategy &amp; Business Intelligence (MSBI) team. This is a paid internship program that has the opportunity to lead to a full-time position for the right person.You will receive guidance an, Management Trainee Job 
2 Years Job Exp.,We&rsquo;re looking for a talented front-end developer with a WordPress background to join our team. It&rsquo;s an opportunity to work on cool projects and learn from some seriously talented developers and expand your skillset. Bonus points for API e, Wordpress And React Developer Job 
4 Years Job Exp.,"We are an IT startup looking for a full-stack dev with extensive experience with data scrapping and automation. He/She must be able to work on data scrapping, web scrapping, web automation, custom API development and integration.", Web Scraping / Crawler / Scrapy Job 
5 Years Job Exp.,"Participating in the architecture, design, development and launching of web applications, ensuring that all technical requirements for new projects are captured, estimated, designed and implemented.Working independently on assigned components tasks,", Senior Front End / Wordpress Developer  Job 
Job for Fresh Graduates,"We are looking for a content writer who has expertise and knowledge in creative writing, blog post and articles with zero percent plagiarism. He/she will mainly be responsible to write SEO friendly content/articles based on different niches such as i", Content Writer Job 
2 Years Job Exp.,We are looking for an experienced PHP/WordPress developer who has at least 2 years of experience.Someone who has worked with WordPress code base and developed theme/plugin from scratch using code (Not with the page builder), PHP / Laraval / Wordpress Developer Job 
Job for Fresh Graduates,- Should be familiar with help desk softwae- Customer Satification- Presentable- Troubleshooting about Hard ware as well as software- Also knowledge about SQL server- Traveling to Client&#39;s Location- The candidate will responsible for POS Software, Software Support Executive Job 
3 Years Job Exp.,We are looking for a highly skilled Full Stack PHP Developer who is comfortable with both front and back end programming. Responsibilities:Developing front end website architecture.Designing user interactions on web pages.Developing back end website, Full Stack PHP Developer Job 
< 1 Year,We are looking for a talented individuals to join our friendly digital marketing team as an SEO Intern who is willing to learn Off Page and On Page activities of websites. We provide interns with practical experience by assigning them live projectsTh, SEO Intern Job 
2 Years Job Exp.,"We required a Graphics Designer. Experience person encourage to applyWe are looking forward to teaming up with dedicated, passionate, and self-starters who possess sound knowledge of Adobe series.:Adobe PhotoshopAdobe Illustrator", Graphic Designer Job 
2 Years Job Exp.,We are looking for experienced PHP Web developer having:Minimum 2 years and Maximum 5 Years of experience in Core PHP developmentMust have good understanding of database systems and should be able to optimize complex queriesGood understands of progra, PHP Developer (Experienced) Job 
3 Years Job Exp.,"Understanding of WordPress frameworks, popular themes and plugins.Strong concepts of OOPProficient in PHP / WordPress DevelopmentPerfect command over using Action Hooks and Filters with WordPress.Ability to research and troubleshoot a solution indepe", Wordpress Developer Job 
5 Years Job Exp.,Job Opening: Urgently we are looking for an experienced Senior PHP Developer having at least +5 years working experience.Major responsibilities are as under:Write clean object-oriented PHP as well as efficient SQL.Design &amp; implement web applicati, Senior PHP Developer Job 
1 Year Job Exp.,To resolve day-to-day IT related problem.Generate Sales., IT Support Staff / International Sales (Call Center IT Experience) Job 
< 1 Year,"Design Engineer Required with 1~2 years experience in electrical manufacturing/design company. Candidate should have basic experience of electrical calculations, concepts, formulae and hands on experience of laboratory work. Fresh candidates are also", Design Engineer Job 
< 1 Year,Urgent need for weldor and helperSalary depend on experiencesInterested candidates are welcome to apply now., Welder And Helpers Job 
4 Years Job Exp.,"Senior Software Engineer: Collaborating on requirements and solutions with team.Determines operational feasibility by evaluating analysis, problem definition, requirements, solution development, and proposed solutions.Investigates problem areas.Follo", Senior Software Engineer Job 
10 Years Job Exp.,"MacroSoft Pakistan, Lahore is urgently looking for 8+ years experienced Full Stack Sr. Java Developer Resource who must have hands on experience with AWS/Amazon (DevOps, VPCs, RDS, EC2, ALBs, ECS, ECR, SES, logging, monitoring etc) Requirements: &bul", Sr. Java Developer Job 
3 Years Job Exp.,"Macrosoft Pakistan, Lahore is Looking Java Developer 3+ Years experience with AWS Experience.", Java Developer Job 
2 Years Job Exp.,We are looking for multiple unity developers who are talented and self-driven individuals to add to our team. They will be responsible for developing games of every genre on various target platforms., Unity Developer Job 
3 Years Job Exp.,Must be able to create 3D Game Environments and 3D models.Providing game assets to developers and must be able to do 3d illustrations (1 year to 3 years of experience in Unity designing)Developing animations from scratch to concept stageWorking with," 3D Modeler , CG Artist Game Job "
2 Years Job Exp.,"Syntax BPO is looking for a talented ASO (App Store Optimization) expert. He/She will be responsible for marketing Games to get increased downloads, stable ratings and top ranking on Google Play Store and Apple App Store. A good analyst of different", Games ASO / Games FALSE 
4 Years Job Exp.,"Develop graphics for Social Media Pages, Animation, and websites.Thinking creatively and developing new design concepts, graphics and layoutsAdvise clients on design strategies to reach a particular audience", Senior Graphic Designer Job 
Job for Fresh Graduates,"Syntax BPO is looking for talented, energectic and career oriented candidated for the post of &quot;Internee Quality Assurance Engineer&quot; who can collaborate with Senior Manager, Unit Head, developers and designers to analyze the testing and to e", Internee Quality Assurance (QA) For Games Job 
2 Years Job Exp.,"Technologist is looking for a talented ASO (App Store Optimization) expert. He/She will be responsible for marketing Games to get increased downloads, stable ratings and top ranking on Google Play Store and Apple App Store. A good analyst of differen", Games ASO / Games FALSE 
1 Year Job Exp.,"Graphic Designer RequiredTotal Position: 8Experience minimum1 year.Skill:1. Adobe Photoshop
2. Adobe Illustrated
3. Unity 3d
3d max and Maya will be plus point.Responsibilities:Candidate must have knowledge about unity 3d rendering or capturing scree", Graphic Designer Job 
1 Year Job Exp.,Office based experienced python developer required:Must have knowledge on diffrent liberaries., Python Developer Job 
1 Year Job Exp.,Must have knowledge about on-page and off-page SEOOptimizing copy and landing pages for search engine optimizationPerforming ongoing keyword research including discovery and expansion of keyword opportunitiesResearching and implementing content recom, SEO Executive  Job 
1 Year Job Exp.,Office base content writer required&#39;Minimum experience 1 yearDaily word count 3000- 4000., Content Writer  Job 
4 Years Job Exp.,"Are you great at developing a cohesive and data-driven social media strategy? Are you skilled at using Facebook, Instagram, and Twitter to get branded content in front of your targets with higher engagement and lower cost per click? Are you able to r", Assistant Social Media Manager Job 
6 Years Job Exp.,"AMS-Power &amp; Industrial Engineering Private Limited requires the services of an experienced, dedicated, hardworking, and well-connected Business Development Engineer with Social Media Marketing skills,to promptly generate and mature new leads in t", Business Development Engineer Job 
2 Years Job Exp.,"A stand-alone position, combining two key areas of the business:Coordinating with website developers and project manager. Create schedule and delivery plan to achieve successful project deadlineTo create and manage social media content that is engagi",Online  Project And Social Media Coordinator (Remote Work) Job 
3 Years Job Exp.,"Work on all SEO projects which includes monitoring, correcting and revamping any issues.Look after all projects and their ranking, plus their conversion rates.Introduce and implement new SEO strategies.Guest Posting.Create and post Social media ads.S",Online  SEO Expert Job 
2 Years Job Exp.,Optymyze Technologies is looking for a seasoned iOS Developer with atleast 3 years of experience developing iOS apps.A perfect candidate should have hands-on knowledge of Objective-C and core concepts of iOS development., Senior Ios Developer Job 
3 Years Job Exp.,"Hi there,Our Company is looking for a SEO &amp; Social Media Marketing Expert who have excellent skills on SEO &amp; Social Media Marketing skills to promote our business &amp; maintain our website reputation on SEO.Interested candiate have a good op", SEO & Social Media Marketing Expert Job 
2 Years Job Exp.,We are a small IT startup providing social media support and web presence management services for businesses. We are in need of two individuals having:- Excellent command over the English language.- Great communication skills.- The ability to underst, Social Media Client Support Specialist / Content Writer Job 
< 1 Year,FR Tech looking for a junior iOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices including mobile phones and tablet computers. Interested candidates can send their resume now6 months to 1 year, IOS Developer Job 
4 Years Job Exp.,"We are looking for QlikView / Qlik Sense Consultant:Job Role:Perform detailed analysis of source systems and source system data and model that data in QlikView / Qlik SenseDesign, develop, and test QlikView / Qlik Sense scripts to import data from so", Qlik Consultant Job 
1 Year Job Exp.,"We are looking for experienced still graphic designer in Rawalpindi on monthly salary.
Skills required: Adobe Photoshop, Corel Draw, Adobe Illustrator.
If you are applying for this job you must have minimum 1 years of professional
Experience on Books", Still Graphic Designer Job 
1 Year Job Exp.,"We are looking for a Digital Marketing Specialist to develop and manage digital marketing campaigns. You will be responsible for planning, implementing and monitoring the company&#39;s Digital Media strategy in order to increase brand awareness, impr", Digital Marketing Specialist Job 
2 Years Job Exp.,&bull; Understand customers&#39; overall portfolio; IT and business priorities and success measures to design implementation architectures and solutions (Microsoft and 3rd party solutions) &bull; Apply technical knowledge and customer insights to cre,Online  Devops / Cloud Engineer Job 
5 Years Job Exp.,Help design and implement functional requirementsBuild efficient back-end features in PythonIntegrate front-end components into applicationsManage testing and bug fixesPrepare technical documentationCollaborate with UX/UI designers to implement desig, Senior Python Developer Job 
1 Year Job Exp.,Soft Nation Technologies is urgently looking someone for Logo design Sales Executive (Male &ndash; Night Shift). Candidate must have minimum 1 Year experience in logo design sales. Handsome salary with lucrative commission. candidate must share resum, Design Sales Executive (Night Shift) Job 
1 Year Job Exp.,Soft Nation Technologies is looking for Jr. StoryBoard Artist. If you can imagine beyond boundaries and capable of taking a script or idea for a business need and bringing it to life through illustrative mediums. We need 2D illustrator who can create, Jr. Storyboard Artist Job 
< 1 Year,"Soft Nation Technologies is looking for a talented and knowledgeable Graphic Designer with fresh, creative ideas and an excellent eye for detail. Shift Timing (Morning / Night). 6 months - 1-year experience required in similar discipline. Interested", Graphic Designer  Job 
2 Years Job Exp.,"React Native Developer required to join our growing frontend team. As a React Native Developer, you will be developing the next generation, variant apps. You should be familiar with React and its ecosystem. Location: Lahore Salary: Based on Experienc", React Native Developer Job 
< 1 Year,"Hi there,We required WordPress developer office base.Experience: 2 to 3 years.Office Location: Faisalabad.", Wordpress Developer Job 
< 1 Year,"Paid Marketing Experience, aware of Budgeting strategiesManage and perform daily account responsibilities associated with Google AdWords, and other search platforms for a variety of clients. Maintain and monitor keyword bids, account daily and monthl", Google Adwards Rep Job 
< 1 Year,"Work on popular Social platforms to aware of the brand and generate trafficCreates marketing and social media campaigns and strategies, including budget planning, content ideation, and implementation schedules. Ensures brand consistency in marketing", Social Media Marketer Job 
< 1 Year,"Inbound and Outbound calling. Target-basedResolve customer complaints via phone, email, mail, or social media.Use telephones to reach out to customers and verify account information.Greet customers warmly and ascertain problem or reason for calling.C", Customer Support Representative Job 
1 Year Job Exp.,"Xord is looking for smart contract and general blockchain project auditors. A successful candidate will work closely with the rest of the blockchain engineers in doing smart contract audits for the projects, and also lead the way in building an in-ho",Online  Smart Contracts Security Auditor Job 
Job for Fresh Graduates,"I need a Fresh Mechanical / Electrical / Civil Engineer, duly registered with PEC and have PEC Supervisory Licence on one-year contract basis (without job).One time Payment will be paid in Advance.Interested candidates may contact ASAP.Thanks.Imtiaz", Fresh Mech. Elect. Civil Engineers Having Supervisory Licence From PEC  Job 
6 Years Job Exp.,"AMS-Power &amp; Industrial Engineering Private Limited requires the services of an experienced, dedicated, hardworking, and well-connected Business Development Engineerwith experience in MEP,to promptly generate and mature new leads in the industrial", Business Development MEP Engineer Job 
2 Years Job Exp.,"Job DescriptionIdeal candidate for this position should have the capabilities of OBIEE upgrade including installation, configuration, report migration, testing, training and warranty of upgrade.Propose OBIEE architecture, design and development best", Sr. Business Intelligence Engineer BI Job 
2 Years Job Exp.,We are looking to hire a skilled WordPress Developer / Full Stack PHP Developer. You will be responsible for Front- and Backend with developing and customizing Plugins and also if needed Template or design with CSS changes or Bootstrap adding.To ensu,Online  Wordpress Developer / Full Stack PHP Developer Job 
2 Years Job Exp.,"We are hiring a &quot;SENIOR ANDROID DEVELOPER&quot;. The hired candidate will be our Android Development departmen&#39;s team leader. He/She must possess extra ordinary skills in Android app development.
&quot;MUST HAVE DEEP KNOWLEDGE ABOUT NEW MOBI", Senior Android Developer Job 
2 Years Job Exp.,"Abacus Multimedia is looking for a highly talented 2D Animator to produce advertising agency quality video and phone app animations.Initial job is 3 days a week and may expand to . Must have own laptop and software.Pay is Rs 25,000 per month", Animator 2D Job 
2 Years Job Exp.,We are looking for a senior mobile application developer to work on both the IOS and Android platforms. Interested candidate can send their cvs ASAP. Selectd candidate may need to work in new and existing apps., APP Developer Job 
3 Years Job Exp.,"We are looking for PHP / Laravel/Code Initiator developers with a strong understanding of the PHP programming language. The candidates should possess the ability to learn and grow within the team.
The candidates must also have the ability to develop,", PHP / Laravel/Code Initiator Developers  Job 
2 Years Job Exp.,"We are looking for Graphic Designers to work at our Islamabad Office.
Vacant Positions: 1
Required Experience: 2 yearsRequired Skills:
1) Adobe Illustrator
2) Adobe Photoshop
3) Corel Draw
4) Strong sense of logos and brandingIn addition to design sk", Lead Graphic & Creative Manager Job 
< 1 Year,"Develop, record and maintain cutting edge web-based PHP applications on portal plus premium service platformsBuild innovative, state-of-the-art applications and collaborate with the User Experience (UX) teamEnsure HTML, CSS, and shared JavaScript is", PHP Developer Job 
< 1 Year,"PHP/ Laravel works with team members to troubleshoot and improve back-end applications and processes.PHP/Laravel candidate should have an understanding of programming languages and tools to analyze codes and industry developments, formulate more effi", Senior Laravel Developer Job 
Job for Fresh Graduates,"We are looking to hire a junior android developer, candidate should have basic knowledge of Android UI design principles, SDK, Rest APis, familiarity with cloud message APIs and push notifications.Third-Party API integration would be a huge Plus or A",Online  Junior Android Developer Job 
< 1 Year,"Job Responsibilities:- Provide Support to Sales &amp; Marketing Manager- Electrical Solution Provider with Support- Able to Maintain Data and Records- Multi-Tasking as Random Task will be Assigned- Good at MS-Office (Excel, Work, PPT etc.)- Have know", Electrical Engineer Job 
1 Year Job Exp.,"We are looking for a Highly Skilled and experienced SEO Specialist for SEO Projects.Candidate must have strong knowledge &amp; experience for data-driven SEO, On-page SEO, Google Analytics, Google Search Console, Latest Link Building Techniques, and", SEO / Link Builder Job 
2 Years Job Exp.,"Job DetailsWe are looking for Opencart PHP Laravel Developers. Your primary focus will be the development of all server-side logic, definition, and maintenance of the central database, and ensuring high performance and responsiveness to requests from",Online  Opencart / PHP/ LARAVEL Developer Job 
3 Years Job Exp.,"Looking for an SEO Expert with 2 to 3 years of experience with good English skills. Must be well versed with technical seo, onpage seo and off page seo.Responsibilities:Keyword researchWebsite auditCompetitor AnalysisOn Site OptimizationContent Marke", SEO Executive Job 
< 1 Year,"Oxygen Soft. is looking for CorePHP &amp; WordPress Developers with excellent English communication skills and a proven track record in PHP-WordPress development.We value energetic, motivated and highly creative minds.If you fulfill the above mention", Senior Core PHP & Wordpress Developers  Job 
1 Year Job Exp.,"NubroTech is looking for 1-2 Years Experienced Fullstack Javascript &amp; React Native Engineer interested in building web apps, backend as well as mobile apps on both the iOS and Android platforms.ResponsibilitiesArchitect, build and maintain excell", React Native Developer Job 
1 Year Job Exp.,"Manage large amounts of outbound calls in a timely manner for the United Kingdom Market
Follow communication &ldquo;scripts&rdquo; when handling different clients
Identify customers&rsquo; needs, clarify information, research every issue and provide",Online  Call Center Representative Job 
3 Years Job Exp.,"We are looking for a Experienced Front End + React JS Developer2-3 Years of experience (Lahore Based)**Handsome Salary Package****Must have good communication skills**Roles and Responsibilities:- Experience in Front End
- Must be able to convert desi", Senior Front End React JS Developer Job 
1 Year Job Exp.,Joint venture is expanding and looking for a SEO/SEM Expert to manage and perform optimization duties for client sites.The successful candidate should possess the following combined experience/knowledge:- Experienced SEO knowledge with focus on on-pa, SEO / SEM Expert Job 
2 Years Job Exp.,"We are looking for a full stack PHP Developer for our Rawalpindi office with at least three years of development experience.Required Skill Set and Expertise:Understanding of Microservice Architecture and API development.
Working with the team and man", Senior PHP Laravel Developer Job 
5 Years Job Exp.,e-BizSoft (Pvt.) Ltd. is looking for experienced IT Infrastructure Engineer to manage its hosting and network infrastructure operations.The position&rsquo;s responsibilities would include:Microsoft domain services deep knowledge and skills regarding, IT Systems Manager Job 
< 1 Year,We are looking for an experienced Flutter developer to assist our team of talented engineers to design and build the next generation of our mobile applications.You will work closely with other app development and technical teams.You should be able to, Flutter Developer Job 
< 1 Year,Senior Laravel Developer at BytecodeThis is a home based/remote job.We are looking for a go-getter attitude who loves challenges and want to create awesome software products that will make you proud of and leave a legacy. You should be motivated and,Online  Senior Laravel Developer Job 
1 Year Job Exp.,We are seeking .Net Developers with a strong background in building high-quality and high-performance web applications.The candidate(s) will be responsible for:Designing of enhancements to existing products and development of new productsWork with Qu,Online  Full Stack Developer .Net / Angular Job 
1 Year Job Exp.,We are looking for a PHP/Wordpress Developers for our Web Design Company and offering a full-time job for competent developers having at least one year of industry experience.We are based in I-8 Islamabad., PHP / Wordpress Developer Job 
2 Years Job Exp.,"Responsibilities include:
&bull; Generate business through online portals like upwork, fiverr, oDesk etc.
&bull; Write web content, draft emails and proposals for projects
&bull; Analyze client requirements and provide appropriate bidding solutions.", Business Manager / International IT FALSE 
2 Years Job Exp.,"We need expert mockups and graphics designer. Our target is to have some designer who is able to design creative and great looking web designs and deliver to our web developer in PSD files. The person we are looking for should be very communicative,", Expert UX/UI & PSD Mockup Designer Designer Job 
1 Year Job Exp.,"We&#39;re looking for an experienced, motivated and innovative php/Laravel WordPress Developer to join our rapidly growing digital agency. Experience in vue.js will be plus.", Php / Laravel Wordpress Developer Job 
Job for Fresh Graduates,Soft Nation Technologies is urgently looking someone for International Sales Associate.Handsome salary with lucrative commission. candidate may share resume at . Shift Timing (9pm to 6am) Night Shift. Transportation will be provided to female Staff), International Sales Associate Job 
Job for Fresh Graduates,Soft Nation Technologies is urgently looking for an enthusiastic female candidate for the position of Procurement Officer to join our team., Procurement Officer - Evening Shift Job 
2 Years Job Exp.,"SoftNation Technologies is looking for an experienced Full-Stack Developer. Candidates who wish to apply should be having a minimum of 3-5 years of experience.Job Requirements.
&bull; In-depth knowledge &amp; hands-on experience of widely used PHP Fr", Full Stack PHP Developer Job 
2 Years Job Exp.,"Shift Timings 7 pm - 4 amReview designs created by web designers; ask any necessary clarifying questions before starting on workWrite code to implement visual elements into various web applicationsCreate prototypes, mockups, and staging sites for rev", Front End Developer Job 
< 1 Year,Technical Company looking Business development officer (Home Basrd)Deal Clients on calls and genrate businessCommission Based Job,Online  Business Development Officer - BDO Job 
2 Years Job Exp.,"We are looking for Shopify Developer.
Knowledge of
Liquid, HTML, CSS is a must
Javascript is a plus.", Shopify Developer Job 
3 Years Job Exp.,1st/2nd Level support of internal customers for all IT related issues.Detailed tracking of each customer&#39;s service needs in JIRA based ticketing system.Followup with customers to ensure that all issues/needs have been resolved/met.Timely and accu, IT Support  Job 
4 Years Job Exp.,"- Develop and normalize SQL based Databases- Optimize query time, data structures and different algorithms- Solve real-time problems and focus on solutions- Be an excellent Programmer majorly working with PHP and related frameworks (Laravel, CodeIgni", Senior PHP Developers (SSE) Job 
< 1 Year,"We are looking for a dynamic Marketing office Assistant person.Responsibilities will include:Send mails , Follow up and update social Madia.
Creating Banners for websites, marketing campaigns,
Generating ideas and concepts for various marketing and a", Marketing Officer Job 
2 Years Job Exp.,"SEtalks is looking to add an in-house &ldquo;Content Editor&rdquo; who is proficient in all aspects of online content editing and team management. In-house Content Editor will be responsible for restructuring, editing, and proofreading articles/blogs", Content Editor Job 
1 Year Job Exp.,"We need Android application developer on urgent basis and he need the job opportunity and we need to work with his/her experience, who has feels the responsible person, sharp minded means understanding and capability with perfection with work Assignm", Android Application Developer Job 
< 1 Year,We&#39;re looking for experienced Freelance Business Developer who can work in a collaborative environment and demonstrate his skills to win clients on online platforms such as Freelancer.com and UpWork.The ideal candidate will be responsible for:Qua,Online  Freelancer Business Developer Senior Job 
1 Year Job Exp.,"Who we are?A new breed of thinkers, driven to create Customer satisfaction, openness, innovation, teamwork and growth, are the core values behind our company.Are you looking for an ambitious and forward-thinking company with a modern tech stack, chal", Senior React JS Developer Job 
6 Years Job Exp.,"Looking for experienced full stack .NET developer having proven experience in building rich large scale data driven web application for enterprise level business along with cloud architecture having multi-tenant nature , .NET Developer you will have", Senior .NET Full Stack Developer Job 
2 Years Job Exp.,"Assist in the formulation of strategies by studying economic indicators, tracking changes in supply and demand, identifying customers and their current and future needs to build a lasting digital connection with consumersPlans and executes all web, S",Online  Digital Marketing Executive Job 
1 Year Job Exp.,"Design BOQ, architecture, offers &amp; technical proposals.Knowledge of AutoCAD, Sketchup (3D design and Visualization)Prepare documents in Tender Submission (Technical + Commercial)Collaborate with sales teams in order to meet the requirements of th", Trainee Mechanical Engineer (Design & Estimation) Job 
1 Year Job Exp.,Experienced Candidate with a good understanding of WordPress architecture and structure.Expert at developing WordPress websites with great design and focus on UI/UX.Troubleshooting WordPress website issues and able to perform maintenance on existing, Junior Wordpress Developer   Job 
Job for Fresh Graduates,"03 Months Paid InternshipMust have Good Knowledge of OOP, PHP / MYSQL, Laravel FrameworkKnowledge of jQuery, JavaScript, CSS, XML, XHTML.Must write efficient code with documentationMust be a problem solver and analytical thinkerSelf-motivated and sho", Software / Web Development Intern  Job 
3 Years Job Exp.,"Teratone (pvt) ltd is a fast growing web development firm. To meet our growing development needs and client base, we need to extend our team. If you have an excellent academic background, and have experience in PHP development in any MVC framework, y", PHP Developer With MVC Experience Job 
1 Year Job Exp.,DeDevelopers is looking for Business developers for their office at Lahore.Responsibilities:Research and build relationships with new clients and get projects for the company.Connect or follow up with clients and discuss the project requirements.A ve, Business Developer (Percentage Basis) Job 
1 Year Job Exp.,"Five River Solutions is looking for an EXPERIENCED Game Developer to join the existing team. You will be working on a variety of tasks (from simple to complex level), including development, performance tuning, deployment, and ensuring all Game featur", Game Developer (Unity 2D/3D) Job 
< 1 Year,We are looking for call center agents in Rawalpindi who have excellent command on English listening and speaking for our USA Campaign (Night shift 09:00 pm - 06:00 am).Bonuses will be offered along with a basic salary to experienced agents or starter, Customer Service Representative (CSR) Job 
< 1 Year,We are looking for an SEO Expert (Digital Marketing) to work with us on our on-going projects. You must have a minimum 1 year of experience in SEO and Digital Marketing industry and at-least the clear knowledge of On-Page and Off-Page SEO strategies*, SEO Expert Job 
4 Years Job Exp.,"We are looking for a female to work from home although suitable male can be considered as well. We prefer females considering difficulties they might face in finding and performing job in the open market . We, therefore, intend to help fem"," Content Writing, Digital Marketing & SEO Expert (Work From Home) Job "
3 Years Job Exp.,Web Developer RequiredWe are looking for a talented Web Designer &amp; Developer to create amazing user experiences. The ideal candidate should have an eye for clean and artful web design. They should have superior user interface design skills. The s, Experience Website Design And Developer  Job 
5 Years Job Exp.,"We are looking to hire a Senior Web Developer who has experience in working in a Digital Agency (No Freelancer please). He or She should be able to have expertise accross all web Development platforms. Since this is an urgent vacancy, we need someone", Senior Web Developer Job 
5 Years Job Exp.,"Good understanding of the IP technologies, protocols and network topologyGood understanding of the Network operations processes &amp; functions5-6 years of experience as an expert in Checkpoint Security5-6 years of experience as an expert in Cisco IS", Network Security Engineer Job 
Job for Students,"ResponsibilitiesDevelop in-depth knowledge about business development practices, marketing activities, prospective clients and industry trends.Maintain a knowledge repository of clients, referrals, RFPs, prospects and presentations.Develop strong cus", Internee Job 
< 1 Year,"Digital Applications Khanewal is a well-renowned software house with a proven history and 100% client satisfaction record. We need highly talented &amp; experienced Website Developers and Android Apps Developers, who can work for our multinational cl", Website & Android Developers Job 
